Country,EdLevel,DevType,LanguageHaveWorkedWith,RemoteWork,ConvertedCompYearly,YearsCodePro
Germany,Bachelor's,DevOps specialist,Bash/Shell (all shells);C;Clojure;Groovy;HTML/CSS;Java;MATLAB;Perl;PowerShell;Python;SQL,"Hybrid (some remote, some in-person)",103110.0,9
Romania,Master's,"Developer, desktop or enterprise applications",C#;C++,"Hybrid (some remote, some in-person)",28914.0,15
Australia,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;SQL,"Hybrid (some remote, some in-person)",94474.0,Less than 1 year
India,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;TypeScript,Remote,29909.0,5
Norway,Bachelor's,"Developer, game or graphics",C#;Dart,In-person,79552.0,Less than 1 year
Germany,Bachelor's,"Developer, back-end",Bash/Shell (all shells);Go;Python;SQL,"Hybrid (some remote, some in-person)",85925.0,15
Australia,Bachelor's,"Developer, embedded applications or devices",C;HTML/CSS;JavaScript;Python;Rust;TypeScript,"Hybrid (some remote, some in-person)",54504.0,8
Ukraine,Master's,"Developer, back-end",HTML/CSS;JavaScript;PHP,Remote,40000.0,Less than 1 year
Germany,Some College,"Developer, front-end",Go;HTML/CSS;JavaScript;Rust;TypeScript,Remote,96666.0,11
South Africa,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Senior Executive (C-Suite, VP, etc.)",Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lua;OCaml;PHP;Prolog;Python;Rust;SQL;TypeScript;Zig,"Hybrid (some remote, some in-person)",107617.0,1
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;C++;Java;Rust,"Hybrid (some remote, some in-person)",750000.0,Less than 1 year
USA,Bachelor's,Developer Advocate,Bash/Shell (all shells);Haskell;Scala,Remote,175000.0,25
UK,Secondary School,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL,Remote,216559.0,
Colombia,Bachelor's,Other (please specify):,C++;JavaScript;Julia;Lua;Python;Rust;TypeScript,"Hybrid (some remote, some in-person)",18168.0,12
Spain,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;JavaScript;Kotlin;Objective-C;Rust;SQL;TypeScript,Remote,214812.0,8
Thailand,Bachelor's,"Developer, back-end",Clojure;Haskell;Rust;Scala,Remote,29427.0,2
Israel,Bachelor's,"Developer, back-end",Bash/Shell (all shells);Java;Python,"Hybrid (some remote, some in-person)",113334.0,12
USA,Master's,"Developer, embedded applications or devices",Bash/Shell (all shells);C++;Python;Rust;SQL,In-person,103000.0,6
Germany,Some College,"Developer, back-end",JavaScript;PHP;TypeScript,"Hybrid (some remote, some in-person)",21481.0,
USA,Bachelor's,"Developer, mobile",Assembly;Bash/Shell (all shells);C;C++;Java;Kotlin;PHP;Rust;SQL,In-person,350000.0,9
UK,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Engineering manager,Assembly;C;C++;Python;Rust,Remote,573245.0,17
Canada,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;VBA,Remote,72693.0,7
Germany,Master's,"Developer, full-stack",HTML/CSS;Java,"Hybrid (some remote, some in-person)",92799.0,4
Austria,Some College,"Developer, full-stack",Go;HTML/CSS;JavaScript;Nim;Python;SQL,"Hybrid (some remote, some in-person)",107406.0,11
France,Master's,"Developer, desktop or enterprise applications",C;C++;JavaScript;Python;Rust;SQL;TypeScript,Remote,64444.0,1
India,Bachelor's,"Developer, full-stack",Go;Perl;Python,"Hybrid (some remote, some in-person)",69388.0,Less than 1 year
UK,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Remote,82802.0,15
USA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end",C++;Julia,"Hybrid (some remote, some in-person)",160000.0,5
Germany,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;Rust,In-person,71962.0,2
Hungary,Master's,"Developer, back-end",C#;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",70656.0,2
Germany,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA;Visual Basic (.Net),"Hybrid (some remote, some in-person)",90221.0,13
Canada,Bachelor's,Engineering manager,C++;Dart;Python;Rust;Swift,"Hybrid (some remote, some in-person)",116309.0,24
Germany,Master's,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL,"Hybrid (some remote, some in-person)",128887.0,6
USA,Bachelor's,"Developer, full-stack",Apex;Java;JavaScript,Remote,275000.0,10
Slovenia,Master's,"Developer, embedded applications or devices",C,In-person,64444.0,2
Germany,Master's,"Developer, back-end",C;C#;Python;SQL,"Hybrid (some remote, some in-person)",67666.0,24
Ukraine,Bachelor's,"Developer, full-stack",JavaScript;Python,"Hybrid (some remote, some in-person)",4000.0,Less than 1 year
Czech Republic,Some College,"Developer, embedded applications or devices",GDScript;Java;PowerShell;Rust,In-person,30404.0,4
Netherlands,Master's,"Developer, game or graphics",C;C#;C++;Groovy;Rust,"Hybrid (some remote, some in-person)",41888.0,
USA,Bachelor's,"Developer, desktop or enterprise applications",Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Objective-C;Rust;Swift,"Hybrid (some remote, some in-person)",330000.0,
South Africa,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Rust;SQL,Remote,59189.0,37
Czech Republic,Bachelor's,"Developer, desktop or enterprise applications",Bash/Shell (all shells);C;C++;Rust;SQL,"Hybrid (some remote, some in-person)",65152.0,
Sweden,Master's,"Developer, full-stack",Go;Rust;TypeScript,"Hybrid (some remote, some in-person)",57230.0,4
Switzerland,Master's,"Developer, back-end",Java;Rust,In-person,206121.0,Less than 1 year
Ukraine,Associate,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,Remote,3250.0,3
Austria,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Rust,"Hybrid (some remote, some in-person)",59073.0,
USA,Associate,"Developer, full-stack",Bash/Shell (all shells);JavaScript;PHP;Python;Rust;SQL;TypeScript,Remote,175000.0,4
Japan,Bachelor's,Research & Development role,C;C++;Python;Rust,"Hybrid (some remote, some in-person)",95466.0,20
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,Python;Rust,In-person,27926.0,12
USA,Bachelor's,Data engineer,JavaScript;Ruby;SQL;TypeScript,Remote,100000.0,2
Israel,Master's,Academic researcher,MATLAB;Python;R,"Hybrid (some remote, some in-person)",38857.0,4
India,Master's,"Developer, back-end",Java;TypeScript,"Hybrid (some remote, some in-person)",27516.0,
Switzerland,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",132586.0,20
Australia,Bachelor's,Other (please specify):,Bash/Shell (all shells);C#;JavaScript;PHP;PowerShell;Python;SQL,In-person,112312.0,1
Belgium,Master's,"Developer, full-stack",Bash/Shell (all shells);Python;Rust;SQL,"Hybrid (some remote, some in-person)",128887.0,6
Germany,Bachelor's,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Fortran;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Lua;MATLAB;Perl;PHP;Python;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",51555.0,1
Germany,Bachelor's,Academic researcher,MATLAB;Python,In-person,12889.0,3
France,Master's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,In-person,42962.0,10
Germany,Master's,Engineering manager,Bash/Shell (all shells);C;C++;HTML/CSS;Julia;Lua;MATLAB;PowerShell;Python;SQL;Visual Basic (.Net),"Hybrid (some remote, some in-person)",128887.0,3
USA,Bachelor's,Security professional,Bash/Shell (all shells);Python;Rust;SQL,"Hybrid (some remote, some in-person)",80000.0,5
Czech Republic,Some College,"Developer, mobile",Bash/Shell (all shells);Java;Kotlin;PowerShell;SQL,"Hybrid (some remote, some in-person)",54467.0,16
Sri Lanka,Bachelor's,Cloud infrastructure engineer,C;C#;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",296.0,2
Montenegro,Master's,"Developer, full-stack",Java;JavaScript,In-person,37592.0,6
United Arab Emirates,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",63383.0,16
Germany,Master's,"Developer, back-end",Go;HTML/CSS;Python;Rust;Scala;SQL;TypeScript,"Hybrid (some remote, some in-person)",91295.0,3
France,Master's,"Developer, back-end",PHP;Rust,"Hybrid (some remote, some in-person)",61866.0,20
Italy,Master's,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,Remote,42962.0,12
Kosovo,Bachelor's,"Developer, full-stack",C#;Java;JavaScript;SQL;TypeScript,"Hybrid (some remote, some in-person)",1289.0,5
New Zealand,Bachelor's,"Developer, mobile",HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Swift;TypeScript,"Hybrid (some remote, some in-person)",61457.0,15
Nepal,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL,In-person,2241.0,13
Germany,Master's,Cloud infrastructure engineer,Bash/Shell (all shells);Clojure;Go;Python;Scala;SQL,"Hybrid (some remote, some in-person)",214812.0,9
India,Master's,Data scientist or machine learning specialist,C++;MicroPython;PowerShell;Python;SQL,Remote,23927.0,40
Poland,Some College,Hardware Engineer,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;OCaml;Python;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",14848.0,Less than 1 year
India,Bachelor's,"Developer, back-end",Go;SQL,In-person,26320.0,
India,Bachelor's,"Developer, full-stack",C#;Go;Java;JavaScript;PowerShell;SQL;TypeScript,Remote,41872.0,2
Czech Republic,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;SQL;TypeScript,"Hybrid (some remote, some in-person)",47778.0,
Zimbabwe,Secondary School,Other (please specify):,Ada;JavaScript;Python;TypeScript,"Hybrid (some remote, some in-person)",30000.0,6
Italy,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Research & Development role,C;C#;C++;HTML/CSS;SQL,In-person,42962.0,
Germany,Some College,"Developer, full-stack",Bash/Shell (all shells);Clojure;HTML/CSS;JavaScript;SQL,"Hybrid (some remote, some in-person)",85925.0,11
New Zealand,Bachelor's,"Developer, front-end",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Objective-C;Python;Rust;SQL;TypeScript,Remote,175151.0,1
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, embedded applications or devices",Bash/Shell (all shells);C;C++;Haskell;JavaScript;Lisp;Python;Rust;SQL,"Hybrid (some remote, some in-person)",107406.0,
USA,Bachelor's,"Developer, full-stack",C++;Java;Kotlin;Objective-C;Python;Swift,Remote,275000.0,42
Cyprus,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;PHP;SQL,"Hybrid (some remote, some in-person)",53419.0,3
Australia,Bachelor's,"Developer, full-stack",C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript;Visual Basic (.Net),"Hybrid (some remote, some in-person)",97117.0,4
Sweden,Secondary School,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;Python;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",71538.0,22
Germany,Master's,Developer Experience,Bash/Shell (all shells);C;C++;JavaScript;Rust;TypeScript,Remote,75184.0,5
Sweden,Bachelor's,DevOps specialist,C#;PowerShell,"Hybrid (some remote, some in-person)",84796.0,2
Germany,Master's,System administrator,Bash/Shell (all shells);C;Python,"Hybrid (some remote, some in-person)",81629.0,7
Germany,Bachelor's,"Developer, back-end",Bash/Shell (all shells);C++;Go;Java,"Hybrid (some remote, some in-person)",76258.0,Less than 1 year
Pakistan,Master's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,In-person,7178.0,2
Nigeria,Bachelor's,"Developer, back-end",C#;Visual Basic (.Net),Remote,4385.0,2
Netherlands,Bachelor's,"Developer, full-stack",C++;Java;JavaScript;Swift,Remote,53703.0,21
Austria,Secondary School,"Developer, full-stack",Clojure;HTML/CSS;JavaScript,"Hybrid (some remote, some in-person)",75184.0,
Pakistan,Bachelor's,"Developer, front-end",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,In-person,7178.0,1
Hong Kong (S.A.R.),Bachelor's,"Developer, full-stack",Dart;Go;HTML/CSS;Java;JavaScript;PHP;SQL,"Hybrid (some remote, some in-person)",38398.0,12
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Rust;SQL;TypeScript,Remote,96666.0,4
Poland,Master's,"Developer, back-end",Dart;Go;HTML/CSS;PHP;SQL,"Hybrid (some remote, some in-person)",89087.0,28
Taiwan,Bachelor's,"Developer, back-end",Go;Python;Rust;SQL,Remote,200000.0,25
Netherlands,Master's,"Developer, back-end",Python,"Hybrid (some remote, some in-person)",60663.0,15
"Iran, Islamic Republic of...",Associate,Research & Development role,Bash/Shell (all shells);C;C++;HTML/CSS;Java;Python,In-person,1663.0,25
Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,Perl;Rust,In-person,107406.0,5
Côte d'Ivoire,Some College,"Developer, back-end",Dart;HTML/CSS;JavaScript;PHP;SQL;Visual Basic (.Net),In-person,34896.0,19
Germany,Master's,Other (please specify):,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Rust;TypeScript,In-person,71962.0,1
Hungary,Bachelor's,"Developer, back-end",C;C#;Elixir;Erlang;Go;JavaScript;PHP;Python;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",52503.0,18
Germany,Secondary School,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",65518.0,8
India,Master's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL,"Hybrid (some remote, some in-person)",26320.0,
Germany,Secondary School,"Developer, full-stack",C;Go;JavaScript;Python;Rust;TypeScript,"Hybrid (some remote, some in-person)",77332.0,14
India,Bachelor's,"Developer, full-stack",Go;HTML/CSS;Java;JavaScript;TypeScript,"Hybrid (some remote, some in-person)",21821.0,21
Spain,Master's,"Developer, back-end",HTML/CSS;JavaScript;SQL;TypeScript,Remote,90221.0,2
Ukraine,Bachelor's,"Developer, embedded applications or devices",C++;Java;JavaScript;PowerShell,"Hybrid (some remote, some in-person)",54305.0,
South Africa,Master's,"Developer, desktop or enterprise applications",Assembly;Bash/Shell (all shells);C;C++;JavaScript;Lisp;Objective-C;Swift,Remote,77484.0,10
Germany,Master's,Data scientist or machine learning specialist,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Julia;MicroPython;PowerShell;Python;R;SQL,Remote,53435.0,8
Belgium,Master's,Academic researcher,Python,"Hybrid (some remote, some in-person)",42962.0,8
Belgium,Secondary School,"Developer, back-end",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,"Hybrid (some remote, some in-person)",67666.0,Less than 1 year
Netherlands,Master's,Scientist,Bash/Shell (all shells);C++;Fortran;HTML/CSS;JavaScript;MATLAB;Python;Rust;TypeScript,In-person,50803.0,Less than 1 year
India,Bachelor's,"Developer, front-end",HTML/CSS;JavaScript;PowerShell;TypeScript,Remote,13160.0,7
Ukraine,Master's,Data engineer,Bash/Shell (all shells);Java;Python;SQL,Remote,59241.0,
USA,Secondary School,"Developer, QA or test",HTML/CSS;JavaScript;Python;TypeScript,Remote,180000.0,9
Czech Republic,Some College,"Engineer, site reliability",Bash/Shell (all shells);Python;Rust,Remote,21717.0,17
Germany,Master's,Cloud infrastructure engineer,Bash/Shell (all shells);Python,Remote,98814.0,3
Ukraine,Master's,"Developer, desktop or enterprise applications",C#;C++;Java;PHP;Prolog;Python;R;SQL,Remote,1800.0,9
Germany,Some College,"Developer, back-end",Python;Rust,"Hybrid (some remote, some in-person)",10741.0,
Estonia,Master's,Data engineer,Python,"Hybrid (some remote, some in-person)",3867.0,8
France,Master's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL,In-person,53703.0,10
Belgium,Bachelor's,"Developer, back-end",Bash/Shell (all shells);Java;Kotlin;Python;SQL,"Hybrid (some remote, some in-person)",107406.0,14
Hungary,Associate,"Developer, full-stack",C#;HTML/CSS;PowerShell;SQL;VBA,Remote,77332.0,12
Ukraine,Master's,"Developer, embedded applications or devices",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL,Remote,1358.0,2
Turkey,Bachelor's,Other (please specify):,Clojure;Java;JavaScript;Lisp;Scala,Remote,161109.0,5
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Scientist,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;TypeScript,"Hybrid (some remote, some in-person)",144998.0,30
USA,Master's,"Developer, full-stack",JavaScript;Python;SQL;TypeScript,"Hybrid (some remote, some in-person)",108000.0,12
Norway,Master's,"Developer, back-end",C#;Rust,"Hybrid (some remote, some in-person)",84232.0,
USA,Bachelor's,"Developer, full-stack",Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",280000.0,1
USA,Bachelor's,"Developer, mobile",C;C++;Go;Java;Objective-C;TypeScript,"Hybrid (some remote, some in-person)",240000.0,
Ukraine,Bachelor's,"Developer, full-stack",C++;Java;JavaScript;TypeScript,Remote,261.0,Less than 1 year
Hungary,Master's,"Developer, full-stack",Assembly;C++;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,"Hybrid (some remote, some in-person)",46198.0,7
USA,Bachelor's,Blockchain,Dart;Go;Haskell;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;R;Ruby;Rust;Solidity;SQL;TypeScript,Remote,100000.0,3
Uzbekistan,Bachelor's,"Senior Executive (C-Suite, VP, etc.)",Java;JavaScript;Kotlin;SQL,In-person,10000.0,3
Hong Kong (S.A.R.),Bachelor's,"Developer, desktop or enterprise applications",C#;Java;JavaScript;SQL;Visual Basic (.Net),In-person,48638.0,13
Slovenia,Some College,"Developer, full-stack",HTML/CSS;JavaScript;PHP;PowerShell;SQL,Remote,37592.0,17
Germany,Secondary School,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;PHP;Rust;TypeScript,"Hybrid (some remote, some in-person)",70888.0,21
Switzerland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;TypeScript,"Hybrid (some remote, some in-person)",118102.0,1
Lithuania,Master's,"Developer, back-end",Bash/Shell (all shells);Python;TypeScript,"Hybrid (some remote, some in-person)",69814.0,
Pakistan,Bachelor's,"Developer, full-stack",C++;HTML/CSS;Java;JavaScript;PHP,In-person,1005.0,
Ukraine,Master's,Other (please specify):,HTML/CSS;JavaScript;MATLAB;Python;SQL,Remote,9874.0,1
Norway,Secondary School,"Developer, back-end",Bash/Shell (all shells);C#;Go;JavaScript;Lua;Python;R;Rust,"Hybrid (some remote, some in-person)",74873.0,14
USA,Bachelor's,Data engineer,Python,Remote,100000.0,10
India,Bachelor's,"Developer, back-end",Java;JavaScript,In-person,11963.0,
Denmark,Bachelor's,"Developer, back-end",C#;SQL,In-person,115202.0,7
Croatia,Master's,"Developer, back-end",Lua;Python;Rust;TypeScript,Remote,85925.0,12
Ireland,Bachelor's,"Developer, full-stack",HTML/CSS;JavaScript;PHP;Python;SQL,Remote,57999.0,6
Liechtenstein,Master's,Blockchain,JavaScript,Remote,80000.0,10
Switzerland,Secondary School,"Developer, full-stack",C#;F#;HTML/CSS;JavaScript;PowerShell;SQL,Remote,72421.0,Less than 1 year
